;Qual a sua situação atual em relação ao curso de CeT?;Qual Campus e turno você pertence / pertenceu?;Em qual ano e semestre você ingressou no curso de CeT? Exemplo 2010.1;Em qual semestre você concluiu, desistiu ou encontra-se atualmente?Exemplo 2015.2;Com relação ao ingresso no curso de CeT, esta sempre foi a sua primeira opção de curso?;Antes de ingressar no curso você já possuía algum conhecimento prévio na área?;Antes de ingressar na universidade, em que tipo de escola você cursou o ensino médio?;Caso tenha estudado em escola pública, qual foi o tipo de instituição?;Antes de ingressar no ensino médio, em que tipo de escola você cursou o ensino fundamental?;Caso tenha estudado em escola pública, qual foi o tipo de instituição?_1;Antes de entrar na universidade em qual cidade/estado você morava?;Ao ingressar na universidade você se mudou para morar na mesma cidade do campus que se matriculou?;Você chegou a morar na vila acadêmica?;Qual seu gênero?;A qual raça você se considera pertencer?;Qual seu Estado Civil?;Você tem filhos;Você trabalha?;Qual a renda mensal da sua família ao ingressar na universidade?;Você foi contemplado alguma bolsa durante o período que esteve no curso?;Em relação ao seu aproveitamento acadêmico, até o segundo semestre do curso você foi?;Você considera que durante o período que esteve no curso teve o devido acompanhamento da universidade? Exemplo: PROAE ou Coordenação docurso.;Você considera que a grade curricular do curso de CeT é adequado ao que se exige no mercado de trabalho?;Em relação à cadeia de pré-requisitos das disciplinas do curso, você considera adequado?;Em relação aos critérios de avaliação do desempenho do aluno, você considera adequado?;Em relação à infraestrutura da instituição como laboratórios, bibliotecas, equipamentos de informática e etc, você considera adequada?;Em relação aos professores, você considera que os mesmos apresentam deficiências pedagógicas, desinteresse ou outros problemas?;Você considera que as carreiras relacionadas ao curso de CeT são socialmente reconhecidas?;Em relação ao mercado, você considera que o profissional formado em CeT é pago adequadamente?;Em relação aos seus pais, durante o período que você estava no curso, eles eram casados?;Em relação a sua mãe, qual o nível de escolaridade dela?;Em relação a seu pai, qual o nível de escolaridade dele?;cod_aluno;Ano de início;Ano fim;tempo no campus
124;Concludente/Egresso;Pau dos Ferros - Noturno;2021.2;2021.2;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;Riacho da Cruz-RN;Não;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Ensino médio completo;Ensino fundamental incompleto;125;2021;2021;0.0
125;Concludente/Egresso;Angicos - Noturno;2016.2;2021.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;Angicos/RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;126;2016;2021;5.0
126;Concludente/Egresso;Pau dos Ferros - Noturno;2015.1;2018.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;iracema/ce;Sim;Sim;Masculino;Pardo;Solteiro;Não;Sim;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Ensino médio completo;Ensino médio incompleto;127;2015;2018;3.0
127;Evadido/Desistente;Caraúbas - Diurno;2012.2;2015.1;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;Caraúbas-RN ;Eu já morava na mesma cidade;Não;Masculino;Negro;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em duas disciplinas;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Ensino primário incompleto;Ensino primário incompleto;128;2012;2015;3.0
128;Concludente/Egresso;Angicos - Diurno;2016.2;2021.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;Lajes/rn;Não;Não;Masculino;Pardo;Casado;Sim;Sim;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Ensino médio completo;Ensino médio incompleto;129;2016;2021;5.0
129;Concludente/Egresso;Mossoró - Noturno;2014.1;2017.1;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Parte em escalo municipal e parte em estadual ;Upanema/RN ;Não;Sim;Feminino;Pardo;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;130;2014;2017;3.0
130;Evadido/Desistente;Caraúbas - Diurno;2013.1;2013.1;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;Mossoró RN;Não;Não;Masculino;Negro;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Não;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Ensino fundamental Completo;Ensino fundamental incompleto;131;2013;2013;0.0
131;Concludente/Egresso;Angicos - Diurno;2010.1;2013.1;Sim, sempre quis cursar CeT;Sim;privada;;Privada;;ASSU/RN;Não;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 2501 e 3000 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino médio completo;Ensino médio incompleto;132;2010;2013;3.0
132;Concludente/Egresso;Mossoró - Diurno;2014.1;2016.2;Sim, sempre quis cursar CeT;Não;privada;;Privada;;Mossoró/RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Acima de 3000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Ensino superior Completo;Ensino superior Completo;133;2014;2016;2.0
133;Concludente/Egresso;Caraúbas - Diurno;2020.2;2020.2;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Municipal;Marcelino vieira ;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Pós-graduação completa;Ensino primário incompleto;134;2020;2020;0.0
134;Concludente/Egresso;Angicos - Diurno;2020.1;2020.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;Pedro Avelino;Sim;Não;Masculino;Pardo;Solteiro;Não;Sim;Menos de 500 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino primário incompleto;Ensino primário incompleto;135;2020;2020;0.0
135;Concludente/Egresso;Mossoró - Diurno;2014.1;2017.1;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;São Bernardo do Campo;Sim;Não;Feminino;Branco;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino médio completo;136;2014;2017;3.0
136;Concludente/Egresso;Caraúbas - Diurno;2020.1;2021.1;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;;Patu/RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 2501 e 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Pós-graduação completa;Ensino superior Completo;137;2020;2021;1.0
137;Concludente/Egresso;Mossoró - Noturno;2016.2;2021.1;Sim, sempre quis cursar CeT;Sim;privada;;Privada;;Mossoró/RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Pós-graduação completa;Ensino médio completo;138;2016;2021;5.0
138;Evadido/Desistente;Mossoró - Noturno;2014.2;2018.1;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Municipal;Serra do Mel - RN;Não;Não;Masculino;Branco;Casado;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Ensino médio completo;Ensino médio completo;139;2014;2018;4.0
139;Concludente/Egresso;Angicos - Diurno;2019.2;2021.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;Rio grande do Norte;Sim;Não;Feminino;Pardo;Casado;Sim;Não;Entre 501 e 1000 reais;Não;Reprovado em uma disciplina;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Pós-graduação incompleta;Ensino fundamental Completo;140;2019;2021;2.0
140;Concludente/Egresso;Pau dos Ferros - Noturno;2018.1;2021.1;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Municipal;Rio Grande do Norte;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino fundamental Completo;Ensino primário incompleto;141;2018;2021;3.0
141;Concludente/Egresso;Angicos - Diurno;2009.1;2012.1;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;Angicos;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Menos de 500 reais;Sim;Reprovado em uma disciplina;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;142;2009;2012;3.0
142;Evadido/Desistente;Caraúbas - Noturno;2016.1;2017.2;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;Felipe Guerra RN;Não;Não;Masculino;Pardo;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Pós-graduação completa;Ensino fundamental incompleto;143;2016;2017;1.0
143;Concludente/Egresso;Angicos - Noturno;2021.2;2021.2;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;Afonso Bezerra;Não;Não;Masculino;Negro;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Ensino superior Completo;Ensino superior incompleto;144;2021;2021;0.0
144;Evadido/Desistente;Caraúbas - Noturno;2021.2;2021.2;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;Caraúbas RN;Eu já morava na mesma cidade;Não;Prefiro não informar;Pardo;Solteiro;Não;Não;Menos de 500 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino médio completo;Ensino médio incompleto;145;2021;2021;0.0
145;Concludente/Egresso;Pau dos Ferros - Noturno;2016.1;2019.1;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;Salgueiro/PE;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;146;2016;2019;3.0
146;Concludente/Egresso;Angicos - Diurno;2010.1;2015.2;Não, esse foi o curso que consegui ingressar;Sim;privada;;Privada;;Rafael Godeiro ;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Menos de 500 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino médio completo;Ensino superior Completo;147;2010;2015;5.0
147;Evadido/Desistente;Angicos - Diurno;2013.1;2015.1;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Fundação Bradesco;Natal;Sim;Não;Masculino;Branco;Casado;Sim;Não;Entre 1501 e 2000 reais;Sim;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;148;2013;2015;2.0
148;Evadido/Desistente;Angicos - Noturno;2013.1;2015.1;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;Natal/RN;Sim;Não;Masculino;Pardo;Casado;Sim;Sim;Entre 1001 e 1500 reais;Não;Reprovado em duas disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;149;2013;2015;2.0
149;Concludente/Egresso;Mossoró - Diurno;2019.1;2021.1;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;iguatu-ceará;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Reprovado em uma disciplina;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;150;2019;2021;2.0
150;Concludente/Egresso;Mossoró - Diurno;2014.2;2018.2;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;;mossoró ;Eu já morava na mesma cidade;Não;Masculino;Pardo;Casado;Não;Sim;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;151;2014;2018;4.0
151;Concludente/Egresso;Caraúbas - Diurno;2017.2;2021.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;Caraúbas;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Não;Reprovado em quatro disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Ensino primário incompleto;Ensino primário incompleto;152;2017;2021;4.0
152;Evadido/Desistente;Mossoró - Noturno;2010.1;2012.1;Sim, sempre quis cursar CeT;Não;privada;;Privada;Escola Estadual;Mossoró;Eu já morava na mesma cidade;Não;Masculino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ensino médio completo;Ensino médio completo;153;2010;2012;2.0
153;Concludente/Egresso;Mossoró - Noturno;2016.2;2021.1;Sim, sempre quis cursar CeT;Sim;privada;;Privada;;Mossoró ;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Pós-graduação incompleta;Ensino superior Completo;154;2016;2021;5.0
154;Evadido/Desistente;Mossoró - Noturno;2016.1;2016.2;Não, esse foi o curso que consegui ingressar;Sim;privada;;Pública;Municipal;Mossoró;Não;Não;Feminino;Amarelo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino médio completo;Ensino primário incompleto;155;2016;2016;0.0
155;Evadido/Desistente;Mossoró - Noturno;2011.1;2011.2;Sim, sempre quis cursar CeT;Sim;privada;;Privada;;Mossoró/RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Ensino médio completo;Ensino fundamental incompleto;156;2011;2011;0.0
156;Concludente/Egresso;Mossoró - Diurno;2019.2;2022.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;Mossoró/RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1501 e 2000 reais;Sim;Reprovado em cinco ou mais disciplinas;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Ensino médio completo;Ensino fundamental incompleto;157;2019;2022;3.0
157;Concludente/Egresso;Angicos - Diurno;2020.1;2021.2;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;;Natal;Sim;Não;Feminino;Prefiro não informar;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Ensino primário incompleto;Ensino médio completo;158;2020;2021;1.0
158;Concludente/Egresso;Angicos - Diurno;2019.2;2021.2;Não, esse foi o curso que consegui ingressar;Não;privada;;Privada;;Alto do Rodrigues/RN;Sim;Não;Feminino;Negro;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em uma disciplina;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Ensino superior incompleto;Ensino médio completo;159;2019;2021;2.0
159;Concludente/Egresso;Angicos - Noturno;2015.2;2021.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Privada;;Ipanguaçu/RN;Sim;Não;Masculino;Pardo;Casado;Não;Sim;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Ensino médio incompleto;Ensino médio completo;160;2015;2021;6.0
160;Concludente/Egresso;Angicos - Diurno;2015.2;2021.1;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;Lajes/RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Reprovado em uma disciplina;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino primário incompleto;161;2015;2021;6.0
161;Concludente/Egresso;Mossoró - Noturno;2009.2;2015.2;Não, esse foi o curso que consegui ingressar;Não;privada;;Privada;;Russas/CE;Sim;Não;Masculino;Pardo;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Ensino superior Completo;Ensino médio completo;162;2009;2015;6.0
162;Evadido/Desistente;Angicos - Diurno;2010.1;2010.2;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;Natal;Sim;Não;Masculino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em uma disciplina;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Ensino médio completo;Ensino médio completo;163;2010;2010;0.0
163;Concludente/Egresso;Caraúbas - Diurno;2018.2;2018.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Privada;;Mossoró;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 1001 e 1500 reais;Não;Reprovado em quatro disciplinas;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino médio incompleto;164;2018;2018;0.0
164;Concludente/Egresso;Mossoró - Noturno;2021.1;2021.2;Sim, sempre quis cursar CeT;Não;privada;;Pública;Municipal;Ceará;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Ensino fundamental Completo;Ensino fundamental Completo;165;2021;2021;0.0
165;Concludente/Egresso;Mossoró - Diurno;2017.1;2021.1;Sim, sempre quis cursar CeT;Sim;privada;;Pública;Municipal;Mossoró/RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;166;2017;2021;4.0
166;Concludente/Egresso;Pau dos Ferros - Diurno;2012.2;2016.1;Não, esse foi o curso que consegui ingressar;Não;privada;;Privada;;Pau dos Ferros;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Acima de 3000 reais;Sim;Reprovado em uma disciplina;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Pós-graduação completa;Ensino fundamental incompleto;167;2012;2016;4.0
167;Concludente/Egresso;Mossoró - Diurno;2009.1;2011.2;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;Areia Branca - RN;Não;Sim;Masculino;Branco;Casado;Não;Sim;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Ensino primário incompleto;Ensino médio completo;168;2009;2011;2.0
168;Evadido/Desistente;Angicos - Noturno;2014.2;2014.2;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Privada;;Assu;Não;Não;Masculino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Ensino médio completo;Ensino médio completo;169;2014;2014;0.0
169;Concludente/Egresso;Mossoró - Noturno;2021.1;2021.2;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;Tabuleiro do Norte-Ce;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Não;Reprovado em uma disciplina;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino fundamental Completo;Ensino fundamental incompleto;170;2021;2021;0.0
170;Concludente/Egresso;Caraúbas - Noturno;2020.1;2021.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;Umarizal - RN;Não;Não;Feminino;Pardo;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Ensino médio incompleto;Ensino médio incompleto;171;2020;2021;1.0
171;Concludente/Egresso;Caraúbas - Noturno;2020.2;2021.1;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;Patu - RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Menos de 500 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;172;2020;2021;1.0
172;Concludente/Egresso;Mossoró - Diurno;2013.1;2018.1;Sim, sempre quis cursar CeT;Não;privada;;Privada;;Mossoró-RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Pós-graduação completa;Ensino médio completo;173;2013;2018;5.0
173;Concludente/Egresso;Mossoró - Diurno;2017.1;2021.1;Sim, sempre quis cursar CeT;Não;privada;;Privada;;Mossoró-RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Não;Reprovado em duas disciplinas;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Ensino fundamental incompleto;Ensino superior Completo;174;2017;2021;4.0
174;Concludente/Egresso;Angicos - Diurno;2012.1;2014.2;Não, esse foi o curso que consegui ingressar;Sim;privada;;Privada;;milhã/CE;Sim;Não;Feminino;Amarelo;Casado;Sim;Sim;Entre 1501 e 2000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;175;2012;2014;2.0
